id	label
PLGF	Verrucomicrobiales bacterium isolate bog_1405 73.20110800_S3D.48_contig_1003
PLGG	Acidobacteriaceae bacterium isolate bog_222 73.20110800_S3D.42_contig_10430
PLGK	Acidimicrobiaceae bacterium isolate bog_580 73.20110800_S3D.23_contig_1027
PLGL	Acidobacteriaceae bacterium isolate bog_219 73.20110800_S3D.22_contig_1
PLGN	Acidimicrobiaceae bacterium isolate bog_579 73.20110800_S3D.16_contig_10176
PLGO	Euryarchaeota archaeon isolate bog_39 73.20110800_S3D.14_contig_10018
PLGP	Verrucomicrobia subdivision 3 bacterium isolate bog_1404 73.20110800_S3D.12_contig_10066
PLGQ	Acidimicrobiaceae bacterium isolate bog_578 73.20110800_S2S.4_contig_101759
PLGT	Acidimicrobiaceae bacterium isolate bog_577 73.20110800_S2M.4_contig_10118
PLGU	Syntrophaceae bacterium isolate bog_1109 73.20110800_S2M.33_contig_10010
PLGW	Acidobacteriaceae bacterium isolate bog_214 73.20110800_S2M.28_contig_10059
PLGV	Granulicella sp. isolate bog_215 73.20110800_S2M.31_contig_1026
PLGX	Granulicella sp. isolate bog_213 73.20110800_S2M.25_contig_100
PLGZ	Verrucomicrobia subdivision 3 bacterium isolate bog_1403 73.20110800_S2M.10_contig_10121
PLHB	Methanobacterium sp. isolate bog_37 73.20110800_S2D.59_contig_100414
PLHC	Granulicella sp. isolate bog_210 73.20110800_S2D.32_contig_103
PLHD	Acidimicrobiaceae bacterium isolate bog_576 73.20110800_S2D.3_contig_1037
PLHE	Syntrophaceae bacterium isolate bog_1108 73.20110800_S2D.27_contig_10349
PLHI	Gammaproteobacteria bacterium isolate bog_1198 73.20110800_S1S.3_contig_1
PLHF	Acidimicrobiaceae bacterium isolate bog_575 73.20110800_S2D.14_contig_1
PLHJ	Acidimicrobiaceae bacterium isolate bog_573 73.20110800_S1S.2_contig_11957
PLHM	Acidimicrobiaceae bacterium isolate bog_572 73.20110800_S1S.1_contig_10
PLHO	Acidimicrobiaceae bacterium isolate bog_571 73.20110800_S1M.74_contig_10155
PLHP	Acidobacteriaceae bacterium isolate bog_207 73.20110800_S1M.73_contig_10038
PLHQ	Acidobacteriaceae bacterium isolate bog_206 73.20110800_S1M.72_contig_1003
PLHR	Solibacterales bacterium isolate bog_208 73.20110800_S1M.7_contig_1
PLHS	Gammaproteobacteria bacterium isolate bog_1197 73.20110800_S1M.60_contig_100027
PLHT	Verrucomicrobia bacterium isolate bog_1401 73.20110800_S1M.57_contig_10610
PLHU	Acidimicrobiaceae bacterium isolate bog_570 73.20110800_S1M.5_contig_100826
PLHV	Acidimicrobiaceae bacterium isolate bog_568 73.20110800_S1M.47_contig_10009
PLHW	Acidobacteriaceae bacterium isolate bog_205 73.20110800_S1M.45_contig_10477
PLHY	Syntrophaceae bacterium isolate bog_1107 73.20110800_S1M.37_contig_10308
PLHX	Acidimicrobiaceae bacterium isolate bog_569 73.20110800_S1M.4_contig_1061
PLHZ	Acidimicrobiaceae bacterium isolate bog_567 73.20110800_S1M.35_contig_10008
PLIA	Solibacterales bacterium isolate bog_204 73.20110800_S1M.34_contig_10119
PLIB	Acidobacteriaceae bacterium isolate bog_203 73.20110800_S1M.31_contig_10016
PLID	Acidimicrobiaceae bacterium isolate bog_566 73.20110800_S1M.26_contig_10046
PLIF	Euryarchaeota archaeon isolate bog_35 73.20110800_S1D.9_contig_10058
PLIE	Acidimicrobiaceae bacterium isolate bog_565 73.20110800_S1M.21_contig_10004
PLIG	Acidimicrobiaceae bacterium isolate bog_564 73.20110800_S1D.50_contig_10105
PLIH	Peptococcaceae bacterium isolate bog_1187 73.20110800_S1D.44_contig_10412
PLIJ	Acidimicrobiaceae bacterium isolate bog_561 73.20110800_S1D.28_contig_10110
PLIK	Acidobacteriaceae bacterium isolate bog_201 73.20110800_S1D.19_contig_103
PLIM	Acidimicrobiaceae bacterium isolate bog_560 73.20110800_S1D.17_contig_1002
PLIP	Acidobacteriaceae bacterium isolate palsa_198 73.20110800_P3S.6_contig_100192
PLIS	Acidobacteriaceae bacterium isolate palsa_196 73.20110800_P3S.22_contig_1004
PLIR	Myxococcales bacterium isolate palsa_1106 73.20110800_P3S.24_contig_10116
PLIT	Acidobacteriaceae bacterium isolate palsa_197 73.20110800_P3S.2_contig_10007
PLIV	Alphaproteobacteria bacterium isolate palsa_896 73.20110800_P3S.11_contig_10039
PLIW	Solirubrobacterales bacterium isolate palsa_557 73.20110800_P3M.3_contig_1036
PLIZ	Acidobacteriaceae bacterium isolate palsa_194 73.20110800_P2D.8_contig_100002
PLJA	Candidate division WPS-2 bacterium isolate palsa_1491 73.20110800_P2D.5_contig_10138
PLJB	Chitinophagaceae bacterium isolate palsa_952 73.20110800_P2D.28_contig_100315
PLJC	Actinobacteria bacterium isolate palsa_556 73.20110800_P2D.27_contig_121
PLJE	Actinobacteria bacterium isolate palsa_554 73.20110800_P2D.20_contig_100997
PLJF	Acidimicrobiaceae bacterium isolate palsa_553 73.20110800_P2D.16_contig_10003
PLJH	Alphaproteobacteria bacterium isolate palsa_895 73.20110800_P1S.8_contig_1011
PLJG	Acidobacteria bacterium isolate palsa_193 73.20110800_P2D.1_contig_1057
PLJJ	Spartobacteria bacterium isolate palsa_1399 73.20110800_P1M.9_contig_10147
PLJK	Spartobacteria bacterium isolate palsa_1398 73.20110800_P1M.8_contig_110
PLJM	Candidate division AD3 bacterium isolate palsa_842 73.20110800_P1M.6_contig_1028
PLFZ	Thaumarchaeota archaeon isolate bog_1367 73.20110800_S3D.59_contig_10026
PLGA	Solibacterales bacterium isolate bog_224 73.20110800_S3D.58_contig_10028
PLGJ	Acidobacteriaceae bacterium isolate bog_220 73.20110800_S3D.31_contig_10068
PLGI	Syntrophaceae bacterium isolate bog_1110 73.20110800_S3D.35_contig_10125
PLGM	Acidobacteriaceae bacterium isolate bog_218 73.20110800_S3D.19_contig_10069
PLGR	Acidobacteriaceae bacterium isolate bog_216 73.20110800_S2M.5_contig_10103
PLGS	Gammaproteobacteria bacterium isolate bog_1199 73.20110800_S2M.47_contig_10024
PLGY	Euryarchaeota archaeon isolate bog_38 73.20110800_S2M.16_contig_10945
PLHA	Acidobacteriaceae bacterium isolate bog_212 73.20110800_S2D.6_contig_10093
PLHG	Euryarchaeota archaeon isolate bog_36 73.20110800_S2D.13_contig_10309
PLHH	Acidimicrobiaceae bacterium isolate bog_574 73.20110800_S1S.4_contig_10016
PLHL	Acetobacteraceae bacterium isolate bog_897 73.20110800_S1S.10_contig_10349
PLHK	Verrucomicrobia subdivision 3 bacterium isolate bog_1402 73.20110800_S1S.11_contig_10209
PLHN	Acidobacteriaceae bacterium isolate bog_209 73.20110800_S1M.81_contig_100065
PLIC	Acidobacteriaceae bacterium isolate bog_202 73.20110800_S1M.27_contig_1004
PLII	Acidimicrobiaceae bacterium isolate bog_562 73.20110800_S1D.37_contig_10028
PLIL	Acidobacteriaceae bacterium isolate bog_200 73.20110800_S1D.18_contig_10017
PLIN	Acidimicrobiaceae bacterium isolate bog_559 73.20110800_S1D.12_contig_10091
PLIO	Acidobacteriaceae bacterium isolate palsa_199 73.20110800_P3S.9_contig_100
PLIU	Verrucomicrobiales bacterium isolate palsa_1400 73.20110800_P3S.15_contig_10054
PLIQ	Actinobacteria bacterium isolate palsa_558 73.20110800_P3S.4_contig_10
PLIX	Gammaproteobacteria bacterium isolate palsa_1196 73.20110800_P3M.16_contig_10129
PLIY	Acidobacterium sp. isolate palsa_195 73.20110800_P3M.11_contig_10139
PLJD	Actinobacteria bacterium isolate palsa_555 73.20110800_P2D.24_contig_10038
PLJI	Acidobacteriaceae bacterium isolate palsa_192 73.20110800_P1S.4_contig_10045
PLJL1	Candidate division WPS-2 bacterium isolate palsa_1490 73.20110800_P1M.7_contig_11253
PLJL2	Candidate division WPS-2 bacterium isolate palsa_1490 73.20110800_P1M.7_contig_11253
PLJN	Acidobacteriaceae bacterium isolate palsa_191 73.20110800_P1M.59_contig_10076
PLJP	Spartobacteria bacterium isolate palsa_1397 73.20110800_P1M.5_contig_10689
PLJQ	Verrucomicrobia subdivision 3 bacterium isolate palsa_1396 73.20110800_P1M.49_contig_10087
PLJR	Acidobacteria bacterium isolate palsa_189 73.20110800_P1M.47_contig_101043
PLJS	Rhizobiales bacterium isolate palsa_894 73.20110800_P1M.44_contig_10000
PLJU	Rhizobiales bacterium isolate palsa_892 73.20110800_P1M.35_contig_1012
PLJO	Acidobacteriaceae bacterium isolate palsa_190 73.20110800_P1M.51_contig_1033
PLJT	Myxococcales bacterium isolate palsa_1105 73.20110800_P1M.39_contig_100829
PLJV	Acidimicrobiaceae bacterium isolate palsa_638 73.20120500_P13.15_contig_100559
PLJW	Acidimicrobiaceae bacterium isolate palsa_602 73.20111000_P2D.27_contig_10094
PLJY	Acidimicrobiaceae bacterium isolate bog_563 73.20110800_S1D.3_contig_10015
PLJX	Candidate division WPS-2 bacterium isolate palsa_1494 73.20111000_P1M.2_contig_102
PLJZ	Acetobacteraceae bacterium isolate bog_940 73.20120800_S1M.31_contig_10039
PLKA	Acidimicrobiaceae bacterium isolate bog_811 73.20120800_S1M.3_contig_10068
PLKB	Mycobacterium sp. isolate bog_810 73.20120800_S1M.26_contig_10025
PLKD	Acidimicrobiaceae bacterium isolate bog_809 73.20120800_S1M.16_contig_1069
PLKF	Acidobacteriaceae bacterium isolate bog_427 73.20120800_S1D.8_contig_10241
PLKG	Acidimicrobiaceae bacterium isolate bog_808 73.20120800_S1D.7_contig_10052
PLKK	Syntrophaceae bacterium isolate bog_1171 73.20120800_S1D.27_contig_10119
PLKQ	Acidobacterium sp. isolate palsa_424 73.20120800_P2M.9_contig_1
PLKR	Acidobacteriaceae bacterium isolate palsa_423 73.20120800_P2M.7_contig_10092
PLKS	Opitutaceae bacterium isolate palsa_1470 73.20120800_P2M.6_contig_10050
PLKT	Acidobacteriaceae bacterium isolate palsa_422 73.20120800_P2M.3_contig_1006
PLKU	Acidobacteriaceae bacterium isolate palsa_421 73.20120800_P2M.13_contig_10006
PLKV	Acidobacteriaceae bacterium isolate palsa_420 73.20120800_P2D.6_contig_1003
PLKX	Acidobacteriaceae bacterium isolate palsa_419 73.20120800_P2D.2_contig_1018
PLKZ	Acidobacterium sp. isolate palsa_417 73.20120800_P1D.6_contig_1009
PLKY	Acidobacteriaceae bacterium isolate palsa_418 73.20120800_P1D.7_contig_10045
PLLB	Caldiserica bacterium isolate fen_1013 73.20120800_E3X.8_contig_107
PLLA	Candidate division WPS-2 bacterium isolate palsa_1529 73.20120800_P1D.16_contig_1002
PLLF	Candidate division WPS-2 bacterium isolate fen_1528 73.20120800_E3X.55_contig_1000
PLLG	Acidobacteriaceae bacterium isolate fen_416 73.20120800_E3X.5_contig_1007
PLLH	Elusimicrobia bacterium isolate fen_1177 73.20120800_E3X.47_contig_1002
PLLI	Candidatus Omnitrophica bacterium isolate fen_1322 73.20120800_E3X.45_contig_10012
PLLJ	Candidatus Omnitrophica bacterium isolate fen_1321 73.20120800_E3X.43_contig_10076
PLLK	Caldiserica bacterium isolate fen_1012 73.20120800_E3X.4_contig_106
PLKC	Candidate division AD3 bacterium isolate bog_880 73.20120800_S1M.17_contig_10113
PLKE	Acidobacteriaceae bacterium isolate bog_428 73.20120800_S1M.12_contig_10291
PLKH	Solibacterales bacterium isolate bog_426 73.20120800_S1D.5_contig_10106
PLKI	Methanobacterium sp. isolate bog_82 73.20120800_S1D.32_contig_10275
PLKJ	Acidimicrobiaceae bacterium isolate bog_807 73.20120800_S1D.3_contig_10101
PLKL	Euryarchaeota archaeon isolate bog_81 73.20120800_S1D.21_contig_10110
PLKM	Acidimicrobiaceae bacterium isolate bog_806 73.20120800_S1D.19_contig_1003
PLKN	Verrucomicrobia subdivision 3 bacterium isolate bog_1471 73.20120800_S1D.13_contig_10019
PLKO	Acidobacteria bacterium isolate palsa_425 73.20120800_P3M.4_contig_100764
PLKP	Solirubrobacterales bacterium isolate palsa_805 73.20120800_P3M.2_contig_100
PLKW	Gemmatimonadetes bacterium isolate palsa_1252 73.20120800_P2D.5_contig_10132
PLLC	Syntrophaceae bacterium isolate fen_1170 73.20120800_E3X.7_contig_10036
PLLD	Gemmatimonadetes bacterium isolate fen_1251 73.20120800_E3X.67_contig_10007
PLLL	Dehalococcoidia bacterium isolate fen_1078 73.20120800_E3X.37_contig_100856
PLLE	Chloroflexi bacterium isolate fen_1079 73.20120800_E3X.6_contig_11705
PLLM	Phycisphaerales bacterium isolate fen_1362 73.20120800_E3X.35_contig_108
PLLN	Candidatus Bathyarchaeota archaeon isolate fen_993 73.20120800_E3X.32_contig_10000
PLLP	Phycisphaerales bacterium isolate fen_1361 73.20120800_E3X.29_contig_11455
PLLR	Methanoregula sp. isolate fen_80 73.20120800_E3X.20_contig_1014
PLLS	Opitutae bacterium isolate fen_1469 73.20120800_E3X.19_contig_10270
PLLT	Syntrophaceae bacterium isolate fen_1169 73.20120800_E3S.7_contig_10270
PLLU	Dehalococcoidia bacterium isolate fen_1077 73.20120800_E3S.52_contig_100795
PLLX	Bacteroidales bacterium isolate fen_983 73.20120800_E3S.44_contig_100
PLLW	Ignavibacteriales bacterium isolate fen_1302 73.20120800_E3S.45_contig_10115
PLMA	Chloroflexi bacterium isolate fen_1076 73.20120800_E3S.35_contig_10312
PLLZ	Bacteroidales bacterium isolate fen_981 73.20120800_E3S.37_contig_100262
PLMC	Bacteroidales bacterium isolate fen_982 73.20120800_E3S.3_contig_101
PLMB	Phycisphaerales bacterium isolate fen_1358 73.20120800_E3S.34_contig_100930
PLML	Bacteroidales bacterium isolate fen_980 73.20120800_E3D.18_contig_10056
PLMN	Candidatus Aminicenantes bacterium isolate fen_413 73.20120800_E2X.58_contig_10041
PLMP	Bacteroidales bacterium isolate fen_978 73.20120800_E2X.54_contig_1007
PLMT	Bacteroidales bacterium isolate fen_977 73.20120800_E2X.44_contig_1092
PLMV	Syntrophaceae bacterium isolate fen_1165 73.20120800_E2X.4_contig_10231
PLMZ	Syntrophaceae bacterium isolate fen_1163 73.20120800_E2X.1_contig_100857
PLMY	Syntrophaceae bacterium isolate fen_1162 73.20120800_E2X.11_contig_10009
PLND	Anaerolineae bacterium isolate fen_1073 73.20120800_E2D.54_contig_10254
PLNE	Candidate division AD3 bacterium isolate fen_879 73.20120800_E2D.47_contig_100296
PLNF	Bacteroidales bacterium isolate fen_976 73.20120800_E2D.36_contig_10513
PLNG	Phycisphaerales bacterium isolate fen_1356 73.20120800_E2D.35_contig_1001
PLNJ	Bacteroidales bacterium isolate fen_975 73.20120800_E2D.29_contig_10171
PLNM	Euryarchaeota archaeon isolate fen_78 73.20120800_E2D.17_contig_100328
PLNO	Spirochaetaceae bacterium isolate fen_1366 73.20120800_E1X.37_contig_100347
PLNQ	Acidimicrobiaceae bacterium isolate fen_803 73.20120800_E1X.33_contig_10216
PLNR	Candidatus Omnitrophica bacterium isolate fen_1319 73.20120800_E1X.29_contig_1004
PLNS	Candidatus Bathyarchaeota archaeon isolate fen_992 73.20120800_E1X.15_contig_1021
PLOA	Verrucomicrobia subdivision 3 bacterium isolate fen_1466 73.20120800_E1D.44_contig_10028
PLNT	Bacteroidales bacterium isolate fen_974 73.20120800_E1X.13_contig_106
PLNY	Anaerolineae bacterium isolate fen_1070 73.20120800_E1D.55_contig_101053
PLOB	Verrucomicrobia bacterium isolate fen_1465 73.20120800_E1D.43_contig_100704
PLOC	Chloroflexi bacterium isolate fen_1069 73.20120800_E1D.31_contig_10092
PLOD	Solibacterales bacterium isolate fen_410 73.20120800_E1D.29_contig_10
PLOE	Acidimicrobiaceae bacterium isolate fen_802 73.20120800_E1D.28_contig_10103
PLOI	Acidobacteriaceae bacterium isolate fen_408 73.20120800_E1D.12_contig_10058
PLOF	Candidate division AD3 bacterium isolate fen_878 73.20120800_E1D.24_contig_10086
PLOJ	Euryarchaeota archaeon isolate fen_77 73.20120800_E1D.1_contig_100055
PLOL	Patescibacteria group bacterium isolate bog_1341 73.20120700_S3X.70_contig_11074
PLON	Acidimicrobiaceae bacterium isolate bog_800 73.20120700_S3X.67_contig_10148
PLOO	Acidimicrobiaceae bacterium isolate bog_801 73.20120700_S3X.6_contig_1025
PLOM	Acidobacteriaceae bacterium isolate bog_407 73.20120700_S3X.7_contig_100
PLOP	Candidate division FCPU426 bacterium isolate bog_1182 73.20120700_S3X.59_contig_10035
PLOQ	Acidimicrobiaceae bacterium isolate bog_799 73.20120700_S3X.53_contig_10326
PLOR	Solibacterales bacterium isolate bog_406 73.20120700_S3X.5_contig_101
PLOT	Granulicella sp. isolate bog_405 73.20120700_S3X.41_contig_10021
PLOU	Granulicella sp. isolate bog_404 73.20120700_S3X.39_contig_10039
PLLO	Bacteroidales bacterium isolate fen_984 73.20120800_E3X.31_contig_1010
PLLQ	Phycisphaerales bacterium isolate fen_1360 73.20120800_E3X.23_contig_10643
PLLV	Syntrophaceae bacterium isolate fen_1168 73.20120800_E3S.49_contig_100593
PLLY	Phycisphaerales bacterium isolate fen_1359 73.20120800_E3S.38_contig_1029
PLMD	Opitutae bacterium isolate fen_1468 73.20120800_E3S.25_contig_10
PLMF	Solibacterales bacterium isolate fen_415 73.20120800_E3S.15_contig_10024
PLME	Dehalococcoidia bacterium isolate fen_1075 73.20120800_E3S.24_contig_10336
PLMG	Syntrophaceae bacterium isolate fen_1167 73.20120800_E3S.1_contig_10060
PLMH	Acidobacteria bacterium isolate fen_414 73.20120800_E3D.4_contig_10015
PLMI	Coxiellaceae bacterium isolate fen_1226 73.20120800_E3D.34_contig_100945
PLMJ	Ignavibacteriales bacterium isolate fen_1301 73.20120800_E3D.23_contig_10
PLMK	Ignavibacteriae bacterium isolate fen_1300 73.20120800_E3D.21_contig_100629
PLMM	Gemmatimonadetes bacterium isolate fen_1250 73.20120800_E2X.75_contig_10187
PLMO	Bacteroidales bacterium isolate fen_979 73.20120800_E2X.55_contig_10023
PLMQ	Syntrophaceae bacterium isolate fen_1166 73.20120800_E2X.51_contig_11818
PLMR	Chloroflexi bacterium isolate fen_1074 73.20120800_E2X.49_contig_1018
PLMS	Ignavibacteriae bacterium isolate fen_1299 73.20120800_E2X.46_contig_102510
PLMU	Phycisphaerales bacterium isolate fen_1357 73.20120800_E2X.42_contig_108
PLMW	Opitutae bacterium isolate fen_1467 73.20120800_E2X.33_contig_1019
PLMX	Syntrophaceae bacterium isolate fen_1164 73.20120800_E2X.21_contig_100086
PLNA	Euryarchaeota archaeon isolate fen_79 73.20120800_E2S.1_contig_1021
PLNB	Acidobacteria bacterium isolate fen_412 73.20120800_E2D.7_contig_10003
PLNC	Acidimicrobiaceae bacterium isolate fen_804 73.20120800_E2D.6_contig_100342
PLNH	Ignavibacteriae bacterium isolate fen_1298 73.20120800_E2D.34_contig_10034
PLNI	Chloroflexi bacterium isolate fen_1072 73.20120800_E2D.30_contig_100
PLNK	Chloroflexi bacterium isolate fen_1071 73.20120800_E2D.21_contig_1002
PLNL	Syntrophaceae bacterium isolate fen_1161 73.20120800_E2D.2_contig_10044
PLNN	Candidatus Omnitrophica bacterium isolate fen_1320 73.20120800_E1X.39_contig_101715
PLNP	Rhodanobacteraceae bacterium isolate fen_1225 73.20120800_E1X.35_contig_11343
PLNU	Syntrophaceae bacterium isolate fen_1160 73.20120800_E1X.10_contig_10445
PLNW	Myxococcales bacterium isolate fen_1158 73.20120800_E1D.7_contig_10093
PLNV	Syntrophaceae bacterium isolate fen_1159 73.20120800_E1D.9_contig_1011
PLNX	Acidobacteria bacterium isolate fen_411 73.20120800_E1D.6_contig_100
PLNZ	Ignavibacteriales bacterium isolate fen_1297 73.20120800_E1D.52_contig_100068
PLOG	Acidobacteriaceae bacterium isolate fen_409 73.20120800_E1D.22_contig_10033
PLOH	Opitutae bacterium isolate fen_1464 73.20120800_E1D.18_contig_10017
PLOS	Solirubrobacterales bacterium isolate bog_798 73.20120700_S3X.48_contig_10138
PLOK	Verrucomicrobia subdivision 3 bacterium isolate bog_1463 73.20120700_S3X.9_contig_10
PLWS	Candidate division WPS-2 bacterium isolate palsa_1523 73.20120700_P3D.8_contig_1543
PLWX	Acidobacteriaceae bacterium isolate palsa_359 73.20120700_P3D.64_contig_100098
PLXA	Acidimicrobiaceae bacterium isolate palsa_748 73.20120700_P3D.58_contig_100013
PLXB	Ignavibacteriae bacterium isolate palsa_1296 73.20120700_P3D.536_contig_1007307
PLWZ	Acidimicrobiaceae bacterium isolate palsa_749 73.20120700_P3D.59_contig_105449
PLXC	Candidatus Melainabacteria bacterium isolate palsa_1081 73.20120700_P3D.53_contig_105776
PLXD	Chitinophagaceae bacterium isolate palsa_970 73.20120700_P3D.501_contig_1002439
PLXF	Parachlamydiales bacterium isolate palsa_1448 73.20120700_P3D.493_contig_1010972
PLXE	Acidobacteriaceae bacterium isolate palsa_357 73.20120700_P3D.5_contig_1024
PLXH	Acidobacteriaceae bacterium isolate palsa_356 73.20120700_P3D.47_contig_10025
PLXI	Rhizobiales bacterium isolate palsa_927 73.20120700_P3D.467_contig_1005755
PLXJ	Actinobacteria bacterium isolate palsa_747 73.20120700_P3D.459_contig_111451
PLXK	Bacteroidetes bacterium isolate palsa_969 73.20120700_P3D.455_contig_101338
PLXO	Acetobacteraceae bacterium isolate palsa_925 73.20120700_P3D.41_contig_10002
PLXP	Acidobacteriaceae bacterium isolate palsa_355 73.20120700_P3D.39_contig_101528
PLXQ	Acidimicrobiaceae bacterium isolate palsa_746 73.20120700_P3D.36_contig_106074
PLXR	Opitutaceae bacterium isolate palsa_1446 73.20120700_P3D.355_contig_103948
PLXS	Opitutaceae bacterium isolate palsa_1447 73.20120700_P3D.35_contig_12061
PLXT	Methanobacterium sp. isolate palsa_68 73.20120700_P3D.344_contig_100186
